source,source_type,target,target_type,relation,polarity,title,pattern,date,url
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures slip on caution ahead of jobs report,explicit_on_after,2013-06-07 07:36:00 UTC,http://www.reuters.com/article/2013/06/07/markets-usa-stocks-idUSL1N0EJ0F620130607
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures slip on caution ahead of jobs report,explicit_on_after,2013-06-07 07:36:00 UTC,http://www.reuters.com/article/2013/06/07/markets-usa-stocks-idUSL1N0EJ0F620130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,"FOREX-Dollar shaky ahead of US jobs report, Fed uncertainty",movement_before,2013-06-07 02:26:00 UTC,http://www.reuters.com/article/2013/06/07/markets-forex-idUSL3N0EJ1AA20130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,"FOREX-Dollar shaky ahead of US jobs report, Fed uncertainty",movement_before,2013-06-07 02:26:00 UTC,http://www.reuters.com/article/2013/06/07/markets-forex-idUSL3N0EJ1AA20130607
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,Jobless claims fall; labor market healing ongoing,event_asset_simple_cooccur,2013-06-13 08:36:00 UTC,http://www.reuters.com/article/2013/06/13/us-usa-economy-jobless-idUSBRE95C0IR20130613
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,Jobless claims fall; labor market healing ongoing,event_asset_simple_cooccur,2013-06-13 08:36:00 UTC,http://www.reuters.com/article/2013/06/13/us-usa-economy-jobless-idUSBRE95C0IR20130613
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,U.S. jobless claims fall; labor market healing ongoing,event_asset_simple_cooccur,2013-06-13 08:30:00 UTC,http://www.reuters.com/article/2013/06/13/idUSLNSDHE94W20130613
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,U.S. jobless claims fall; labor market healing ongoing,event_asset_simple_cooccur,2013-06-13 08:30:00 UTC,http://www.reuters.com/article/2013/06/13/idUSLNSDHE94W20130613
rate_cut,event,shares_general,asset,IMPACTS,positive,European Factors -- Shares poised to rise after Fed rate cut,explicit_on_after,2007-11-01 07:40:00 UTC,http://www.reuters.com/article/companyNewsAndPR/idUSL0149981920071101
rate_cut,event,stocks,asset,IMPACTS,positive,European Factors -- Shares poised to rise after Fed rate cut,explicit_on_after,2007-11-01 07:40:00 UTC,http://www.reuters.com/article/companyNewsAndPR/idUSL0149981920071101
rate_cut,event,financials,asset,IMPACTS,neutral,ANALYSIS-Fed Rate Cut Won't End Banks' Woes,general_context,2007-11-01 07:01:00 UTC,http://www.reuters.com/article/bankingFinancial/idUSN3132847220071101
rate_cut,event,currencies,asset,IMPACTS,positive,FOREX-Dollar rises as Fed rate cuts seen less aggressive,simple_asset_event_cooccurrence,2008-01-07 19:57:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0741287620080107
rate_cut,event,dollar,asset,IMPACTS,positive,FOREX-Dollar rises as Fed rate cuts seen less aggressive,simple_asset_event_cooccurrence,2008-01-07 19:57:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0741287620080107
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,US STOCKS-Futures gain on hopes for Fed rate cut,explicit_on_after,2008-01-07 12:13:00 UTC,http://www.reuters.com/article/companyNews/idUSN0737720320080107
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,US STOCKS-Futures gain on hopes for Fed rate cut,explicit_on_after,2008-01-07 12:13:00 UTC,http://www.reuters.com/article/companyNews/idUSN0737720320080107
employment,event,stock_market,asset,IMPACTS,positive,U.S. jobless claims edge up; still point to healing labor market,event_asset_simple_cooccur,2013-08-08 08:30:00 UTC,http://www.reuters.com/article/2013/08/08/idUSLNS8JE96420130808
employment,event,market_general,asset,IMPACTS,positive,U.S. jobless claims edge up; still point to healing labor market,event_asset_simple_cooccur,2013-08-08 08:30:00 UTC,http://www.reuters.com/article/2013/08/08/idUSLNS8JE96420130808
rate_hike,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"Greek unemployment rate rises to 27.6 pct in May, new record",general_context,2013-08-08 05:04:00 UTC,http://www.reuters.com/article/2013/08/08/greece-unemployment-idUSEMS1C76E020130808
employment,event,stock_market,asset,IMPACTS,neutral,Adecco sees European labor markets at turning point,event_asset_simple_cooccur,2013-08-08 05:03:00 UTC,http://www.reuters.com/article/2013/08/08/us-adecco-results-idUSBRE9770BX20130808
employment,event,market_general,asset,IMPACTS,neutral,Adecco sees European labor markets at turning point,event_asset_simple_cooccur,2013-08-08 05:03:00 UTC,http://www.reuters.com/article/2013/08/08/us-adecco-results-idUSBRE9770BX20130808
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,TREASURIES-U.S. Treasuries prices fall; jobs report in focus,general_context,2014-10-01 14:59:00 UTC,http://www.reuters.com/article/2014/09/30/markets-usa-bonds-idUSL2N0RV25T20140930
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,TREASURIES-U.S. Treasuries prices fall; jobs report in focus,general_context,2014-10-01 14:59:00 UTC,http://www.reuters.com/article/2014/09/30/markets-usa-bonds-idUSL2N0RV25T20140930
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,"Brazil stocks up on unemployment data, real dips",explicit_on_after,2009-10-22 15:14:00 UTC,http://www.reuters.com/article/rbssSteel/idUSN2253922820091022
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,"Brazil stocks up on unemployment data, real dips",explicit_on_after,2009-10-22 15:14:00 UTC,http://www.reuters.com/article/rbssSteel/idUSN2253922820091022
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,"Brazil stocks up on unemployment data, real dips",explicit_on_after,2009-10-22 15:14:00 UTC,http://www.reuters.com/article/rbssSteel/idUSN2253922820091022
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,Rise in new jobless claims signals soft labor market,reveals_shows,2009-10-22 13:00:00 UTC,http://www.reuters.com/article/domesticNews/idUSTRE59L2Y920091022
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,Rise in new jobless claims signals soft labor market,reveals_shows,2009-10-22 13:00:00 UTC,http://www.reuters.com/article/domesticNews/idUSTRE59L2Y920091022
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,"UPDATE 1-New US jobless claims rise, show soft labor market",reveals_shows,2009-10-22 12:57:00 UTC,http://www.reuters.com/article/economicNews/idUSN2253825120091022
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"UPDATE 1-New US jobless claims rise, show soft labor market",reveals_shows,2009-10-22 12:57:00 UTC,http://www.reuters.com/article/economicNews/idUSN2253825120091022
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,"UPDATE 1-New US jobless claims rise, show soft labor market",reveals_shows,2009-10-22 12:57:00 UTC,http://www.reuters.com/article/economicNews/idUSN2253825120091022
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"UPDATE 1-New US jobless claims rise, show soft labor market",reveals_shows,2009-10-22 12:57:00 UTC,http://www.reuters.com/article/economicNews/idUSN2253825120091022
employment,event,stock_market,asset,IMPACTS,neutral,"News Coverage on Unemployment Rates, Job Cuts, Labor Markets, Employment Programs:...",simple_asset_event_cooccurrence,2008-12-31 14:45:00 UTC,http://www.reuters.com/article/pressRelease/idUS107789+31-Dec-2008+PRN20081231
employment,event,market_general,asset,IMPACTS,neutral,"News Coverage on Unemployment Rates, Job Cuts, Labor Markets, Employment Programs:...",simple_asset_event_cooccurrence,2008-12-31 14:45:00 UTC,http://www.reuters.com/article/pressRelease/idUS107789+31-Dec-2008+PRN20081231
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,UPDATE 10-Brent oil falls to 8-month low on weak U.S. jobs report,explicit_on_after,2013-04-05 16:20:00 UTC,http://www.reuters.com/article/2013/04/05/markets-oil-idUSL3N0CS0NW20130405
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,METALS-Copper slides after weak U.S. jobs report,explicit_on_after,2013-04-05 12:58:00 UTC,http://www.reuters.com/article/2013/04/05/markets-metals-idUSL5N0CS18520130405
employment,event,market_general,asset,IMPACTS,positive,Employment Data Confirm Upward Trend for People With Disabilities,general_context,2013-04-05 11:47:00 UTC,http://www.reuters.com/article/2013/04/05/idUSnMKW4247a+e0+MKW20130405
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA FX DEBT-C$ sharply weaker on grim employment data,explicit_on_after,2013-04-05 09:27:00 UTC,http://www.reuters.com/article/2013/04/05/markets-canada-dollar-bonds-idUSL2N0CS0KV20130405
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA FX DEBT-C$ sharply weaker on grim employment data,explicit_on_after,2013-04-05 09:27:00 UTC,http://www.reuters.com/article/2013/04/05/markets-canada-dollar-bonds-idUSL2N0CS0KV20130405
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA FX DEBT-C$ sharply weaker on grim employment data,explicit_on_after,2013-04-05 09:27:00 UTC,http://www.reuters.com/article/2013/04/05/markets-canada-dollar-bonds-idUSL2N0CS0KV20130405
employment,event,investors,asset,IMPACTS,negative,"Australia shares lose early gains, investors eye U.S. employment data",simple_asset_event_cooccurrence,2013-04-05 01:42:00 UTC,http://www.reuters.com/article/2013/04/05/markets-australia-stocks-idUSL3N0CR11U20130405
employment,event,shares_general,asset,IMPACTS,negative,"Australia shares lose early gains, investors eye U.S. employment data",simple_asset_event_cooccurrence,2013-04-05 01:42:00 UTC,http://www.reuters.com/article/2013/04/05/markets-australia-stocks-idUSL3N0CR11U20130405
employment,event,stocks,asset,IMPACTS,negative,"Australia shares lose early gains, investors eye U.S. employment data",simple_asset_event_cooccurrence,2013-04-05 01:42:00 UTC,http://www.reuters.com/article/2013/04/05/markets-australia-stocks-idUSL3N0CR11U20130405
employment,event,stock_market,asset,IMPACTS,neutral,Real-Time Labor Market Data To Help Colleges Align Curriculum to Needs of Regional Economies,event_asset_simple_cooccur,2011-09-19 09:27:00 UTC,http://www.reuters.com/article/2011/09/19/idUS124886+19-Sep-2011+PRN20110919
employment,event,real,asset,IMPACTS,neutral,Real-Time Labor Market Data To Help Colleges Align Curriculum to Needs of Regional Economies,event_asset_simple_cooccur,2011-09-19 09:27:00 UTC,http://www.reuters.com/article/2011/09/19/idUS124886+19-Sep-2011+PRN20110919
employment,event,market_general,asset,IMPACTS,neutral,Real-Time Labor Market Data To Help Colleges Align Curriculum to Needs of Regional Economies,event_asset_simple_cooccur,2011-09-19 09:27:00 UTC,http://www.reuters.com/article/2011/09/19/idUS124886+19-Sep-2011+PRN20110919
employment,event,stock_market,asset,IMPACTS,neutral,Jobless claims data calms jitters over labor market,event_asset_simple_cooccur,2013-04-11 16:43:00 UTC,http://www.reuters.com/article/2013/04/11/us-usa-economy-jobless-idUSBRE93A0EQ20130411
employment,event,market_general,asset,IMPACTS,neutral,Jobless claims data calms jitters over labor market,event_asset_simple_cooccur,2013-04-11 16:43:00 UTC,http://www.reuters.com/article/2013/04/11/us-usa-economy-jobless-idUSBRE93A0EQ20130411
employment,event,stock_market,asset,IMPACTS,positive,WRAPUP 4-Jobless claims data calms jitters over U.S. labor market,event_asset_simple_cooccur,2013-04-11 16:42:00 UTC,http://www.reuters.com/article/2013/04/11/usa-economy-idUSL2N0CY0JL20130411
employment,event,market_general,asset,IMPACTS,positive,WRAPUP 4-Jobless claims data calms jitters over U.S. labor market,event_asset_simple_cooccur,2013-04-11 16:42:00 UTC,http://www.reuters.com/article/2013/04/11/usa-economy-idUSL2N0CY0JL20130411
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,Dollar extends gains vs euro after ADP jobs report,explicit_on_after,2010-05-05 08:21:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0514729720100505
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,Dollar extends gains vs euro after ADP jobs report,explicit_on_after,2010-05-05 08:21:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0514729720100505
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures dip on Greece concerns; jobs report on tap,explicit_on_after,2010-05-05 08:01:00 UTC,http://www.reuters.com/article/PBLSHG/idUSN0517449620100505
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures dip on Greece concerns; jobs report on tap,explicit_on_after,2010-05-05 08:01:00 UTC,http://www.reuters.com/article/PBLSHG/idUSN0517449620100505
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures dip on Greece concerns; jobs report on tap,explicit_on_after,2010-05-05 08:01:00 UTC,http://www.reuters.com/article/PBLSHG/idUSN0517449620100505
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,US STOCKS-Futures dip on Greece concerns; jobs report on tap,explicit_on_after,2010-05-05 08:01:00 UTC,http://www.reuters.com/article/PBLSHG/idUSN0517449620100505
rate_hike,event,mech:unemployment_high,mechanism,TRIGGERS,positive,Unemployment rate rises in 27 states in January,general_context,2008-03-11 16:10:00 UTC,http://www.reuters.com/article/domesticNews/idUSN1159076820080311
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CME Group to Launch Contracts on Nonfarm Payrolls,explicit_on_after,2008-03-11 14:01:00 UTC,http://www.reuters.com/article/pressRelease/idUS161895+11-Mar-2008+PRN20080311
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,neutral,US RATE FUTURES-March Fed rate cut ideas reshaped,general_context,2008-03-11 13:43:00 UTC,http://www.reuters.com/article/bondsNews/idUSN1155893020080311
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar falls versus euro on weaker jobs report,explicit_on_after,2008-03-05 14:24:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0559938420080305
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar falls versus euro on weaker jobs report,explicit_on_after,2008-03-05 14:24:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0559938420080305
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar falls versus euro on weaker jobs report,explicit_on_after,2008-03-05 14:24:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0559938420080305
employment,event,stock_market,asset,IMPACTS,negative,"GLOBAL MARKETS-U.S. jobs report pares stock, dollar gains",simple_asset_event_cooccurrence,2008-03-05 13:59:00 UTC,http://www.reuters.com/article/companyNews/idUSL051306920080305
employment,event,dollar,asset,IMPACTS,negative,"GLOBAL MARKETS-U.S. jobs report pares stock, dollar gains",simple_asset_event_cooccurrence,2008-03-05 13:59:00 UTC,http://www.reuters.com/article/companyNews/idUSL051306920080305
employment,event,market_general,asset,IMPACTS,negative,"GLOBAL MARKETS-U.S. jobs report pares stock, dollar gains",simple_asset_event_cooccurrence,2008-03-05 13:59:00 UTC,http://www.reuters.com/article/companyNews/idUSL051306920080305
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,UPDATE 3-Canadian unemployment rate hits 1-1/2-year high ahead of election,general_context,2015-10-10 12:45:00 UTC,http://www.reuters.com/article/canada-economy-jobs-idUSL1N1282WO20151009
employment,event,mech:unemployment_high,mechanism,TRIGGERS,negative,UPDATE 3-Canadian unemployment rate hits 1-1/2-year high ahead of election,general_context,2015-10-10 12:45:00 UTC,http://www.reuters.com/article/canada-economy-jobs-idUSL1N1282WO20151009
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,WRAPUP 4-Bernanke throws spotlight on labor market woes,event_asset_simple_cooccur,2012-08-31 11:56:00 UTC,http://www.reuters.com/article/2012/08/31/usa-fed-idUSL2E8JV55220120831
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,WRAPUP 4-Bernanke throws spotlight on labor market woes,event_asset_simple_cooccur,2012-08-31 11:56:00 UTC,http://www.reuters.com/article/2012/08/31/usa-fed-idUSL2E8JV55220120831
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive, Travel Nursing Employment Remains Stable as Unemployment Rates Rise,general_context,2008-10-27 18:14:00 UTC,http://www.reuters.com/article/pressRelease/idUS193745+27-Oct-2008+MW20081027
rate_cut,event,peso,asset,IMPACTS,positive,Mexico peso jumps on Fed program; US rate cut eyed,explicit_on_after,2008-10-27 13:54:00 UTC,http://www.reuters.com/article/rbssInvestmentServices/idUSN2731575220081027
rate_cut,event,mexico_stocks,asset,IMPACTS,positive,Mexico peso jumps on Fed program; US rate cut eyed,explicit_on_after,2008-10-27 13:54:00 UTC,http://www.reuters.com/article/rbssInvestmentServices/idUSN2731575220081027
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,"Nikkei slips ahead of U.S. jobs report, Fast Retailing shines",movement_before,2014-01-09 20:11:00 UTC,http://www.reuters.com/article/2014/01/10/markets-japan-stocks-idUSL3N0KK06520140110
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,PRECIOUS-Gold headed for weekly drop; all eyes on U.S. jobs report,explicit_on_after,2014-01-09 19:32:00 UTC,http://www.reuters.com/article/2014/01/10/markets-precious-idUSL3N0KK01Q20140110
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,PRECIOUS-Gold headed for weekly drop; all eyes on U.S. jobs report,explicit_on_after,2014-01-09 19:32:00 UTC,http://www.reuters.com/article/2014/01/10/markets-precious-idUSL3N0KK01Q20140110
employment,event,stock_market,asset,IMPACTS,positive,Labor market data suggest economy strengthening,reveals_shows,2014-01-09 11:36:00 UTC,http://www.reuters.com/article/2014/01/09/us-usa-economy-jobless-idUSBREA080ND20140109
employment,event,market_general,asset,IMPACTS,positive,Labor market data suggest economy strengthening,reveals_shows,2014-01-09 11:36:00 UTC,http://www.reuters.com/article/2014/01/09/us-usa-economy-jobless-idUSBREA080ND20140109
employment,event,stock_market,asset,IMPACTS,positive,WRAPUP 2-U.S. labor market data suggest economy strengthening,reveals_shows,2014-01-09 11:20:00 UTC,http://www.reuters.com/article/2014/01/09/usa-economy-idUSL2N0KJ10U20140109
employment,event,market_general,asset,IMPACTS,positive,WRAPUP 2-U.S. labor market data suggest economy strengthening,reveals_shows,2014-01-09 11:20:00 UTC,http://www.reuters.com/article/2014/01/09/usa-economy-idUSL2N0KJ10U20140109
employment,event,canada_stocks,asset,IMPACTS,positive,CANADA STOCKS-TSX may open higher; US nonfarm payroll data eyed,simple_asset_event_cooccurrence,2014-01-09 08:34:00 UTC,http://www.reuters.com/article/2014/01/09/markets-canada-stocks-idUSL3N0KJ3U820140109
employment,event,stocks,asset,IMPACTS,positive,CANADA STOCKS-TSX may open higher; US nonfarm payroll data eyed,simple_asset_event_cooccurrence,2014-01-09 08:34:00 UTC,http://www.reuters.com/article/2014/01/09/markets-canada-stocks-idUSL3N0KJ3U820140109
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,US STOCKS SNAPSHOT-Wall St slightly lower after private sector jobs report,explicit_on_after,2014-01-08 09:35:00 UTC,http://www.reuters.com/article/2014/01/08/markets-usa-stocks-open-idUSL2N0KI13P20140108
employment,event,market_general,asset,IMPACTS,neutral,"U.S. December nonfarm payrolls could be 230,000: Moody's Analytics' Zandi",general_context,2014-01-08 09:01:00 UTC,http://www.reuters.com/article/2014/01/08/us-usa-employment-adp-payrolls-idUSBREA070R620140108
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,US STOCKS SNAPSHOT-Futures hold losses following ADP jobs report,explicit_on_after,2014-01-08 08:25:00 UTC,http://www.reuters.com/article/2014/01/08/markets-usa-stocks-data-idUSL2N0KI0XT20140108
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,US STOCKS SNAPSHOT-Futures hold losses following ADP jobs report,explicit_on_after,2014-01-08 08:25:00 UTC,http://www.reuters.com/article/2014/01/08/markets-usa-stocks-data-idUSL2N0KI0XT20140108
employment,event,euro,asset,IMPACTS,neutral,TABLE-Euro zone unemployment rate flat in November,general_context,2014-01-08 05:00:00 UTC,http://www.reuters.com/article/2014/01/08/eurozone-unemployment-idUSB5N0AD02O20140108
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar nurses losses after downbeat jobs report,explicit_on_after,2015-10-05 23:39:00 UTC,http://www.reuters.com/article/global-forex-idUSL3N1250PF20151005
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar nurses losses after downbeat jobs report,explicit_on_after,2015-10-05 23:39:00 UTC,http://www.reuters.com/article/global-forex-idUSL3N1250PF20151005
employment,event,market_general,asset,IMPACTS,positive,U.S. Week Ahead: September jobs report may show modest rise,general_context,2011-09-30 17:32:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=26289999
employment,event,market_general,asset,IMPACTS,neutral,Pianalto says jobs report hasn't changed her outlook: WSJ,general_context,2012-06-03 23:40:00 UTC,http://www.reuters.com/article/2012/06/04/us-federalreserve-jobsreport-idUSBRE85302E20120604
employment,event,stock_market,asset,IMPACTS,neutral,"US jobless claims at four-month high, cast shadow over labor market",event_asset_simple_cooccur,2013-04-04 08:30:00 UTC,http://www.reuters.com/article/2013/04/04/idUSLNS4FE92X20130404
employment,event,market_general,asset,IMPACTS,neutral,"US jobless claims at four-month high, cast shadow over labor market",event_asset_simple_cooccur,2013-04-04 08:30:00 UTC,http://www.reuters.com/article/2013/04/04/idUSLNS4FE92X20130404
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,Emerging debt-Renewed hopes for US rate cuts support gains,general_context,2007-11-14 22:28:00 UTC,http://www.reuters.com/article/bondsNews/idUSN1423654920071114
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,Emerging debt-Renewed hopes for US rate cuts support gains,general_context,2007-11-14 22:28:00 UTC,http://www.reuters.com/article/bondsNews/idUSN1423654920071114
rate_cut,event,stock_market,asset,IMPACTS,negative,"GLOBAL MARKETS-Dlr up, bonds dip as Fed rate cut prospects wane",simple_asset_event_cooccurrence,2007-02-22 13:44:00 UTC,http://www.reuters.com/article/economicNews/idUSL2246185320070222
rate_cut,event,bonds,asset,IMPACTS,negative,"GLOBAL MARKETS-Dlr up, bonds dip as Fed rate cut prospects wane",simple_asset_event_cooccurrence,2007-02-22 13:44:00 UTC,http://www.reuters.com/article/economicNews/idUSL2246185320070222
rate_cut,event,dollar,asset,IMPACTS,negative,"GLOBAL MARKETS-Dlr up, bonds dip as Fed rate cut prospects wane",simple_asset_event_cooccurrence,2007-02-22 13:44:00 UTC,http://www.reuters.com/article/economicNews/idUSL2246185320070222
rate_cut,event,market_general,asset,IMPACTS,negative,"GLOBAL MARKETS-Dlr up, bonds dip as Fed rate cut prospects wane",simple_asset_event_cooccurrence,2007-02-22 13:44:00 UTC,http://www.reuters.com/article/economicNews/idUSL2246185320070222
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,FTSE surges as banks lead; Fed rate cut hopes boost,movement_as_expectation,2007-11-28 17:31:00 UTC,http://www.reuters.com/article/rbssFinancialServicesAndRealEstateNews/idUSL2888298220071128
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,FTSE surges as banks lead; Fed rate cut hopes boost,movement_as_expectation,2007-11-28 17:31:00 UTC,http://www.reuters.com/article/rbssFinancialServicesAndRealEstateNews/idUSL2888298220071128
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,FOREX-Dollar still in firing line ahead of US jobs report,movement_before,2013-06-06 23:58:00 UTC,http://www.reuters.com/article/2013/06/07/markets-forex-idUSL3N0EJ0OW20130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,FOREX-Dollar still in firing line ahead of US jobs report,movement_before,2013-06-06 23:58:00 UTC,http://www.reuters.com/article/2013/06/07/markets-forex-idUSL3N0EJ0OW20130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,Australian shares fall ahead of U.S. jobs report; Newcrest plunges,asset_direction_ahead,2013-06-06 22:05:00 UTC,http://www.reuters.com/article/2013/06/07/markets-australia-stocks-idUSL3N0EJ0CH20130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,Australian shares fall ahead of U.S. jobs report; Newcrest plunges,asset_direction_ahead,2013-06-06 22:05:00 UTC,http://www.reuters.com/article/2013/06/07/markets-australia-stocks-idUSL3N0EJ0CH20130607
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,Australian shares fall ahead of U.S. jobs report; Newcrest plunges,asset_direction_ahead,2013-06-06 22:05:00 UTC,http://www.reuters.com/article/2013/06/07/markets-australia-stocks-idUSL3N0EJ0CH20130607
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,"Jobless claims fall, labor market gradually improving",event_asset_simple_cooccur,2013-06-06 11:02:00 UTC,http://www.reuters.com/article/2013/06/06/us-usa-economy-jobless-idUSBRE9550N820130606
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,"Jobless claims fall, labor market gradually improving",event_asset_simple_cooccur,2013-06-06 11:02:00 UTC,http://www.reuters.com/article/2013/06/06/us-usa-economy-jobless-idUSBRE9550N820130606
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,"WRAPUP 2-U.S. jobless claims fall, labor market gradually improving",event_asset_simple_cooccur,2013-06-06 11:00:00 UTC,http://www.reuters.com/article/2013/06/06/usa-economy-idUSL1N0EI0IQ20130606
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,"WRAPUP 2-U.S. jobless claims fall, labor market gradually improving",event_asset_simple_cooccur,2013-06-06 11:00:00 UTC,http://www.reuters.com/article/2013/06/06/usa-economy-idUSL1N0EI0IQ20130606
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,neutral,Intuit Small Business Employment Index Reflects Soft Labor Market,event_asset_simple_cooccur,2011-10-31 08:30:00 UTC,http://www.reuters.com/article/2011/10/31/idUS144324+31-Oct-2011+BW20111031
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,neutral,Intuit Small Business Employment Index Reflects Soft Labor Market,event_asset_simple_cooccur,2011-10-31 08:30:00 UTC,http://www.reuters.com/article/2011/10/31/idUS144324+31-Oct-2011+BW20111031
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,neutral,TABLE-Euro zone unemployment data for September,general_context,2011-10-31 06:00:00 UTC,http://www.reuters.com/article/2011/10/31/eurozone-unemployment-idUSB5E7HM02K20111031
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,TREASURIES-U.S. yields steady ahead of U.S. jobs report,movement_before,2016-08-04 16:13:00 UTC,http://www.reuters.com/article/usa-bonds-idUSL1N1AK1EK
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,TREASURIES-U.S. yields steady ahead of U.S. jobs report,movement_before,2016-08-04 16:13:00 UTC,http://www.reuters.com/article/usa-bonds-idUSL1N1AK1EK
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,TREASURIES-U.S. yields steady ahead of U.S. jobs report,movement_before,2016-08-04 16:13:00 UTC,http://www.reuters.com/article/usa-bonds-idUSL1N1AK1EK
employment,event,risk_appetite,asset,IMPACTS,negative,FOREX-Yen falls as Aussie jobs report peps risk appetite,asset_move_ahead_event,2010-01-14 00:59:00 UTC,http://www.reuters.com/article/asianCurrencyNews/idUSTOE60D03M20100114
employment,event,yen,asset,IMPACTS,negative,FOREX-Yen falls as Aussie jobs report peps risk appetite,asset_move_ahead_event,2010-01-14 00:59:00 UTC,http://www.reuters.com/article/asianCurrencyNews/idUSTOE60D03M20100114
